user_id,gender,first,last,electronics,nonelectronics,total,quantity,home,sports,clothes,health,books,digital,toys,subscribe,city
10029,M,9,7,28,100,128,2,0,1,0,0,0,1,0,no,London
10030,F,13,13,15,225,240,1,1,0,0,0,0,0,0,no,Birmingham
10031,M,61,27,137,66,203,12,3,0,3,4,0,0,2,no,London
10032,F,59,7,109,186,295,9,2,0,1,0,1,1,4,no,London
10033,F,15,15,15,239,254,1,1,0,0,0,0,0,0,no,Manchester
10034,F,27,3,95,255,350,9,3,0,4,0,0,2,0,no,Birmingham
10035,F,19,13,29,103,132,2,0,0,0,0,0,1,1,no,London
10036,F,9,9,15,56,71,1,0,0,0,1,0,0,0,no,sheffield
10037,F,7,7,15,40,55,1,0,0,0,0,0,0,1,no,London
10038,M,13,13,15,131,146,1,0,0,0,1,0,0,0,no,sheffield
10039,F,21,21,15,175,190,1,0,0,1,0,0,0,0,no,London
10040,F,9,9,15,108,123,1,1,0,0,0,0,0,0,no,London
10041,M,31,17,70,266,336,6,2,0,1,1,0,2,0,yes,Glasgow
10042,F,13,11,25,221,246,2,1,0,1,0,0,0,0,no,Glasgow
10043,F,45,1,128,132,260,11,1,2,3,1,0,1,3,no,Bristol
10044,F,37,13,101,37,138,9,1,1,3,2,0,1,1,no,London
10045,F,33,33,15,37,52,1,0,0,1,0,0,0,0,no,Glasgow
10046,F,55,21,78,60,138,7,2,1,2,0,1,0,1,no,London
10047,F,1,1,15,213,228,1,0,1,0,0,0,0,0,no,London
10048,M,83,29,126,321,447,11,3,0,2,2,0,3,1,no,Birmingham
10049,F,19,11,26,122,148,2,1,0,0,1,0,0,0,no,London
10050,F,31,13,46,295,341,4,1,2,0,0,0,0,1,no,sheffield
10051,F,9,9,15,242,257,1,0,0,1,0,0,0,0,no,London
10052,F,23,21,23,79,102,2,2,0,0,0,0,0,0,no,Birmingham
10053,M,45,13,63,135,198,6,2,1,2,1,0,0,0,no,London
10054,F,19,17,27,237,264,2,0,0,1,0,1,0,0,no,Liverpool
10055,F,77,5,137,49,186,12,2,1,3,0,1,1,4,yes,London
10056,M,49,9,89,56,145,8,1,1,4,0,0,1,1,no,sheffield
10057,F,5,5,15,196,211,1,0,0,1,0,0,0,0,no,sheffield
10058,M,31,3,59,230,289,5,1,1,1,1,0,0,1,no,London
10059,F,9,5,29,68,97,2,0,0,1,0,0,0,1,no,London
10060,F,11,5,25,120,145,2,1,0,1,0,0,0,0,no,London
10061,F,15,15,15,175,190,1,0,0,0,0,0,0,1,no,London
10062,F,13,13,15,239,254,1,0,0,0,0,0,1,0,no,London
10063,M,43,13,67,118,185,6,1,0,3,1,0,1,0,no,London
10064,F,5,1,29,114,143,2,0,1,0,0,0,0,1,no,Birmingham
10065,M,13,9,29,153,182,2,1,0,0,0,0,0,1,no,London
10066,M,17,7,39,84,123,3,0,0,1,0,0,0,2,no,sheffield
10067,F,11,11,15,175,190,1,0,0,0,0,0,1,0,no,Bristol
10068,M,63,9,128,123,251,12,4,2,1,2,1,1,1,no,London
10069,M,67,27,117,204,321,10,3,0,1,2,0,2,2,no,London
10070,F,5,5,15,246,261,1,1,0,0,0,0,0,0,no,Birmingham
10071,F,13,13,15,240,255,1,0,1,0,0,0,0,0,no,London
10072,F,29,13,45,291,336,4,1,2,0,0,0,1,0,no,London
10073,M,41,15,61,119,180,5,2,0,0,1,0,1,1,yes,London
10074,F,65,13,119,276,395,11,4,2,2,0,0,0,3,no,London
10075,M,39,13,76,172,248,7,1,0,4,1,1,0,0,no,London
10076,F,31,13,50,23,73,4,2,0,0,0,0,1,1,no,sheffield
10077,M,25,13,56,178,234,5,1,0,1,2,1,0,0,no,London
10078,F,9,9,15,269,284,1,0,1,0,0,0,0,0,no,London
10079,F,13,13,15,172,187,1,1,0,0,0,0,0,0,no,Birmingham
10080,F,63,31,118,280,398,11,7,1,0,0,1,1,1,no,London
10081,F,9,9,15,237,252,1,0,0,0,0,0,1,0,no,London
10082,F,13,13,15,186,201,1,0,0,0,1,0,0,0,no,London
10083,F,53,7,98,54,152,8,1,0,1,0,2,4,0,yes,London
10084,F,17,15,28,157,185,2,0,0,0,1,0,1,0,no,Manchester
10085,F,13,13,15,259,274,1,0,0,1,0,0,0,0,no,Birmingham
10086,F,11,11,15,36,51,1,0,0,0,1,0,0,0,no,London
10087,M,15,15,15,55,70,1,0,0,0,0,1,0,0,no,Glasgow
10088,F,25,25,15,157,172,1,0,0,1,0,0,0,0,no,London
10089,F,37,1,82,266,348,7,1,1,2,0,1,0,2,no,Birmingham
10090,F,19,5,38,202,240,3,0,1,1,0,0,0,1,no,London
10091,M,35,9,140,57,197,12,3,0,4,2,2,1,0,no,Birmingham
10092,F,37,3,139,297,436,12,2,0,3,2,1,2,2,yes,Birmingham
10093,M,41,33,27,148,175,2,0,0,0,0,2,0,0,no,Birmingham
10094,M,15,11,29,98,127,2,0,1,0,0,0,0,1,no,London
10095,M,19,1,49,226,275,4,0,0,2,1,0,1,0,no,Birmingham
10096,M,27,19,29,210,239,2,0,0,1,0,0,0,1,no,Birmingham
10097,F,19,13,25,238,263,2,1,0,1,0,0,0,0,no,London
10098,F,25,11,47,25,72,4,1,1,1,0,0,0,1,no,London
10099,F,19,11,28,246,274,2,1,0,0,0,0,1,0,no,Birmingham
10100,M,17,1,39,281,320,3,0,0,0,1,0,2,0,yes,Glasgow
10101,F,35,33,29,168,197,2,0,0,0,0,0,0,2,no,London
10102,F,9,3,26,274,300,2,0,0,1,1,0,0,0,no,Glasgow
10103,F,3,3,15,253,268,1,0,0,0,0,0,0,1,yes,Manchester
10104,M,1,1,15,74,89,1,0,0,0,0,0,0,1,no,London
10105,F,19,13,25,82,107,2,1,0,1,0,0,0,0,no,London
10106,M,37,33,24,229,253,2,1,1,0,0,0,0,0,no,sheffield
10107,M,13,13,15,47,62,1,0,0,0,1,0,0,0,no,London
10108,M,23,7,80,171,251,7,3,0,1,0,1,1,1,no,Birmingham
10109,F,59,25,79,260,339,7,1,0,3,1,1,1,0,no,Birmingham
10110,M,35,11,132,150,282,12,3,2,1,2,2,1,1,no,Birmingham
10111,F,47,13,81,159,240,7,2,0,1,0,1,0,3,no,Birmingham
10112,F,13,13,15,120,135,1,1,0,0,0,0,0,0,no,Liverpool
10113,F,9,9,15,67,82,1,0,0,0,0,0,0,1,no,London
10114,F,37,23,66,92,158,5,0,0,1,0,0,2,2,no,London
10115,F,13,13,15,34,49,1,1,0,0,0,0,0,0,no,London
10116,F,9,3,25,188,213,2,1,0,1,0,0,0,0,no,Bristol
10117,M,59,7,142,223,365,11,3,0,0,0,1,1,6,yes,Bristol
10118,F,13,13,15,233,248,1,0,1,0,0,0,0,0,no,Liverpool
10119,F,9,1,25,159,184,2,1,0,1,0,0,0,0,no,London
10120,F,19,9,54,199,253,4,1,0,0,0,1,1,1,yes,Birmingham
10121,F,57,13,104,152,256,9,2,0,3,0,1,1,2,no,London
10122,M,13,9,27,78,105,2,0,0,0,0,2,0,0,no,Birmingham
10123,F,19,19,15,98,113,1,1,0,0,0,0,0,0,no,Glasgow
10124,M,53,15,125,207,332,11,2,0,4,2,2,1,0,no,London
10125,F,27,13,65,161,226,6,2,1,2,0,0,1,0,no,London
10126,F,21,21,15,66,81,1,0,0,1,0,0,0,0,no,London
10127,M,37,9,120,210,330,10,0,0,5,2,1,2,0,no,London
10128,F,15,15,15,103,118,1,0,1,0,0,0,0,0,no,Birmingham
10129,F,21,7,33,280,313,3,1,0,1,0,0,0,1,no,Birmingham
10130,F,33,27,26,289,315,2,0,0,1,1,0,0,0,no,sheffield
10131,F,21,13,27,299,326,2,0,1,0,0,1,0,0,no,London
10132,M,37,13,56,33,89,5,1,0,1,2,1,0,0,no,sheffield
10133,F,65,27,127,203,330,11,0,3,4,1,2,0,1,no,London
10134,F,29,29,15,240,255,1,0,0,1,0,0,0,0,no,London
10135,F,13,13,15,160,175,1,0,0,0,0,1,0,0,no,Bristol
10136,F,61,1,134,64,198,12,2,3,2,1,0,2,2,yes,London
10137,M,11,5,24,256,280,2,0,2,0,0,0,0,0,yes,Birmingham
10138,F,55,27,85,209,294,7,1,0,2,1,0,1,2,no,Bristol
10139,F,19,11,32,217,249,3,1,1,0,1,0,0,0,no,London
10140,M,11,7,29,8,37,2,0,0,1,0,0,0,1,no,Glasgow
10141,M,27,19,25,264,289,2,0,1,1,0,0,0,0,no,Manchester
10142,F,29,29,15,56,71,1,0,0,1,0,0,0,0,no,Birmingham
10143,F,27,11,37,55,92,3,0,0,2,0,1,0,0,no,Birmingham
10144,M,19,11,25,19,44,2,0,0,2,0,0,0,0,no,London
10145,F,49,11,134,259,393,11,3,0,3,0,0,2,3,yes,sheffield
10146,F,5,5,15,196,211,1,0,0,0,0,0,1,0,no,Glasgow
10147,F,27,27,15,25,40,1,0,0,0,0,0,0,1,no,London
10148,F,29,23,29,189,218,2,0,0,1,0,0,0,1,no,Birmingham
10149,F,19,15,27,143,170,2,0,0,0,1,1,0,0,no,Bristol
10150,F,37,9,76,62,138,7,2,3,0,0,0,1,1,yes,Bristol
10151,F,57,15,102,160,262,9,5,0,2,0,0,0,2,no,London
10152,F,31,1,114,86,200,10,2,1,4,0,1,1,1,no,Glasgow
10153,F,23,5,36,218,254,3,0,0,1,1,0,1,0,no,London
10154,M,21,17,29,154,183,2,0,0,1,0,0,0,1,no,Manchester
10155,F,53,15,71,115,186,7,2,1,3,1,0,0,0,no,Birmingham
10156,F,23,5,57,263,320,5,2,0,2,0,0,0,1,no,sheffield
10157,F,69,31,127,95,222,11,3,0,4,1,1,0,2,no,London
10158,M,19,13,28,114,142,2,0,1,0,0,0,1,0,yes,Glasgow
10159,M,17,9,25,226,251,2,0,0,2,0,0,0,0,yes,London
10160,F,1,1,15,187,202,1,0,0,0,0,1,0,0,no,London
10161,M,29,9,49,294,343,4,0,0,3,0,0,0,1,no,Birmingham
10162,F,11,11,15,293,308,1,0,0,0,0,0,0,1,no,sheffield
10163,F,11,11,15,298,313,1,0,0,1,0,0,0,0,no,London
10164,F,1,1,15,198,213,1,0,0,0,0,0,1,0,no,Birmingham
10165,F,7,3,28,230,258,2,0,1,0,0,0,1,0,no,London
10166,F,11,11,15,12,27,1,0,0,1,0,0,0,0,no,Birmingham
10167,M,25,11,77,29,106,7,3,0,2,0,0,2,0,no,London
10168,F,13,13,15,41,56,1,0,0,1,0,0,0,0,no,London
10169,F,9,9,15,228,243,1,0,0,0,0,0,0,1,no,Birmingham
10170,F,13,9,25,32,57,2,0,0,2,0,0,0,0,no,London
10171,F,23,23,15,5,20,1,0,0,1,0,0,0,0,no,Manchester
10172,F,15,15,15,195,210,1,1,0,0,0,0,0,0,no,Birmingham
10173,F,11,11,15,237,252,1,1,0,0,0,0,0,0,no,Birmingham
10174,F,23,23,15,288,303,1,0,0,0,0,0,1,0,no,London
10175,F,5,3,29,23,52,2,1,0,0,0,0,0,1,no,London
10176,F,67,13,122,171,293,10,0,1,3,1,3,0,2,no,London
10177,F,57,9,136,158,294,12,5,1,4,0,0,0,2,no,Birmingham
10178,M,17,13,29,101,130,2,1,0,0,0,0,0,1,yes,London
10179,F,31,23,28,89,117,2,0,0,1,0,0,1,0,no,London
10180,F,5,5,15,293,308,1,0,0,0,0,0,1,0,yes,London
10181,F,3,1,26,275,301,2,0,0,1,1,0,0,0,no,London
10182,F,21,15,29,4,33,2,0,0,0,1,0,0,1,no,London
10183,M,65,9,137,195,332,12,3,3,5,0,0,1,0,no,sheffield
10184,F,21,21,15,107,122,1,1,0,0,0,0,0,0,no,sheffield
10185,F,25,1,102,239,341,9,1,3,3,0,1,0,1,no,Liverpool
10186,F,19,17,29,103,132,2,1,0,0,0,0,0,1,no,Birmingham
10187,F,27,5,73,289,362,6,0,1,1,0,1,2,1,yes,Birmingham
10188,F,39,31,29,190,219,2,0,0,1,0,0,0,1,no,Glasgow
10189,M,23,11,34,284,318,3,0,1,2,0,0,0,0,no,London
10190,F,9,9,15,184,199,1,0,0,0,1,0,0,0,no,London
10191,F,29,25,23,301,324,2,2,0,0,0,0,0,0,no,London
10192,M,17,1,50,283,333,4,1,0,1,0,0,1,1,no,London
10193,F,3,3,15,48,63,1,0,0,0,1,0,0,0,no,Glasgow
10194,F,57,17,86,177,263,7,2,0,1,0,1,1,2,no,Glasgow
10195,F,37,35,29,117,146,2,0,0,1,0,0,0,1,no,Bristol
10196,F,17,9,28,223,251,2,1,0,0,0,0,1,0,yes,London
10197,F,13,7,29,46,75,2,0,0,1,0,0,0,1,no,London
10198,F,11,11,15,269,284,1,0,0,0,0,0,0,1,no,Liverpool
10199,F,57,13,97,74,171,8,1,0,1,2,1,1,2,no,London
10200,M,71,33,142,106,248,12,4,0,1,2,2,2,1,no,Glasgow
10201,F,1,1,15,42,57,1,0,0,0,0,0,0,1,no,Manchester
10202,M,73,33,129,131,260,11,0,2,3,5,0,1,0,no,London
10203,F,53,3,113,67,180,10,2,0,5,1,1,0,1,no,London
10204,F,19,15,24,227,251,2,1,1,0,0,0,0,0,no,sheffield
10205,F,19,9,38,265,303,3,1,0,1,0,0,1,0,no,London
10206,M,69,11,123,259,382,11,2,0,5,2,1,1,0,no,Bristol
10207,F,1,1,15,299,314,1,0,0,1,0,0,0,0,no,Birmingham
10208,F,31,25,29,3,32,2,1,0,0,0,0,0,1,no,London
10209,F,27,5,70,196,266,6,0,1,3,0,1,0,1,no,Birmingham
10210,M,41,15,140,138,278,12,2,1,5,0,0,1,3,no,Birmingham
10211,F,15,15,15,234,249,1,1,0,0,0,0,0,0,yes,London
10212,F,11,11,15,137,152,1,1,0,0,0,0,0,0,no,London
10213,F,21,7,38,64,102,3,0,0,2,0,0,1,0,no,London
10214,M,23,23,15,162,177,1,0,0,0,0,0,1,0,no,London
10215,M,9,9,15,199,214,1,1,0,0,0,0,0,0,no,London
10216,M,17,11,28,250,278,2,0,0,0,1,0,1,0,no,Liverpool
10217,M,25,21,27,137,164,2,0,0,1,0,1,0,0,no,sheffield
10218,F,7,5,29,242,271,2,0,1,0,0,0,0,1,no,London
10219,F,15,15,15,24,39,1,0,1,0,0,0,0,0,no,Birmingham
10220,M,73,25,138,277,415,12,5,1,0,2,1,1,2,no,London
10221,F,17,13,27,96,123,2,1,0,0,0,1,0,0,no,Birmingham
10222,F,17,13,29,40,69,2,0,0,1,0,0,0,1,no,London
10223,F,49,13,117,194,311,9,0,0,2,1,0,0,6,yes,Birmingham
10224,F,11,11,15,18,33,1,0,1,0,0,0,0,0,no,Birmingham
10225,F,15,15,15,157,172,1,0,0,0,0,1,0,0,no,London
10226,F,19,15,25,211,236,2,0,1,1,0,0,0,0,no,Birmingham
10227,F,3,3,15,91,106,1,0,0,0,0,1,0,0,no,London
10228,M,25,3,97,318,415,9,1,3,2,2,0,0,1,no,London
10229,F,21,3,62,157,219,5,0,0,4,0,1,0,0,no,Manchester
10230,M,11,7,26,154,180,2,0,1,0,1,0,0,0,yes,London
10231,M,33,29,28,199,227,2,1,0,0,0,0,1,0,yes,London
10232,F,9,5,29,237,266,2,1,0,0,0,0,0,1,no,London
10233,M,57,15,122,315,437,11,5,0,2,2,0,2,0,no,London
10234,F,9,9,15,173,188,1,1,0,0,0,0,0,0,no,London
10235,M,37,9,74,211,285,6,0,0,2,2,0,1,1,no,London
10236,M,33,5,105,203,308,9,0,2,3,0,2,0,2,no,London
10237,M,35,31,25,137,162,2,0,0,2,0,0,0,0,no,London
10238,F,65,25,139,232,371,12,3,2,4,0,1,0,2,no,London
10239,F,1,1,15,29,44,1,0,0,1,0,0,0,0,yes,Birmingham
10240,F,23,23,15,100,115,1,0,0,0,0,0,1,0,no,Glasgow
10241,F,37,29,29,192,221,2,0,1,0,0,0,0,1,no,London
10242,M,53,33,83,157,240,8,3,2,2,0,0,0,1,no,Birmingham
10243,M,3,1,24,79,103,2,1,1,0,0,0,0,0,no,London
10244,M,21,1,93,256,349,8,2,0,1,0,1,3,1,yes,Liverpool
10245,M,61,25,133,195,328,12,2,3,0,2,3,2,0,no,Glasgow
10246,M,43,15,66,40,106,6,1,2,0,2,1,0,0,no,Birmingham
10247,F,15,15,15,152,167,1,0,1,0,0,0,0,0,no,Glasgow
10248,M,17,7,49,38,87,4,0,0,2,1,0,1,0,no,Birmingham
10249,F,13,5,25,254,279,2,1,0,1,0,0,0,0,no,London
10250,F,15,15,15,81,96,1,0,0,0,0,0,1,0,no,London
10251,F,11,11,15,47,62,1,1,0,0,0,0,0,0,no,sheffield
10252,F,21,21,15,116,131,1,0,0,1,0,0,0,0,no,London
10253,M,15,13,29,257,286,2,0,0,0,0,0,1,1,no,London
10254,F,19,19,15,168,183,1,1,0,0,0,0,0,0,no,London
10255,F,9,5,29,117,146,2,0,0,0,0,1,0,1,no,London
10256,F,35,31,25,108,133,2,1,0,1,0,0,0,0,no,Manchester
10257,F,29,27,25,169,194,2,1,0,1,0,0,0,0,no,Bristol
10258,M,35,27,29,151,180,2,0,0,1,0,0,0,1,no,London
10259,M,69,1,136,190,326,12,2,1,2,2,0,2,3,no,London
10260,M,33,25,25,71,96,2,0,1,1,0,0,0,0,no,London
10261,F,27,5,57,113,170,5,1,0,3,0,0,0,1,no,Manchester
10262,F,47,15,113,295,408,10,3,0,3,1,0,1,2,no,Glasgow
10263,M,13,13,15,17,32,1,0,0,0,0,0,1,0,no,London
10264,F,13,13,15,219,234,1,0,1,0,0,0,0,0,no,Bristol
10265,F,65,11,117,235,352,11,5,1,3,1,0,1,0,no,London
10266,F,31,11,91,228,319,8,2,1,1,1,2,0,1,no,Birmingham
10267,F,31,9,58,184,242,5,1,0,2,0,1,1,0,no,London
10268,M,11,5,26,270,296,2,1,0,0,1,0,0,0,no,Birmingham
10269,M,61,3,135,94,229,12,2,1,6,0,1,0,2,no,Birmingham
10270,F,11,3,29,235,264,2,0,0,1,0,0,0,1,no,Glasgow
10271,F,55,1,117,69,186,10,2,1,1,2,1,1,2,yes,London
10272,M,35,11,124,336,460,11,3,0,2,3,1,0,2,no,Birmingham
10273,F,13,13,15,116,131,1,0,0,0,0,1,0,0,no,London
10274,F,13,13,15,297,312,1,0,0,1,0,0,0,0,no,London
10275,F,9,5,23,55,78,2,2,0,0,0,0,0,0,no,Birmingham
10276,F,57,13,104,92,196,9,1,1,2,1,2,1,1,no,Birmingham
10277,F,43,15,79,144,223,7,2,1,1,1,0,2,0,no,London
10278,F,3,3,15,291,306,1,0,0,0,0,0,1,0,no,London
10279,F,21,15,26,22,48,2,0,0,0,2,0,0,0,no,London
10280,M,37,29,34,260,294,3,1,0,0,1,0,0,1,no,London
10281,F,27,27,15,57,72,1,0,0,1,0,0,0,0,no,London
10282,M,51,13,121,164,285,11,2,0,3,4,0,1,1,no,Liverpool
10283,F,11,11,15,150,165,1,0,0,1,0,0,0,0,no,London
10284,F,39,3,79,186,265,7,1,1,1,2,0,2,0,no,Birmingham
10285,M,25,15,63,238,301,5,0,0,1,2,0,1,1,no,Liverpool
10286,M,5,5,15,69,84,1,0,0,0,0,1,0,0,yes,Birmingham
10287,M,25,21,23,123,146,2,2,0,0,0,0,0,0,no,London
10288,M,57,35,111,201,312,10,2,2,2,1,1,1,1,no,London
10289,F,21,13,34,20,54,3,1,1,1,0,0,0,0,no,Birmingham
10290,F,17,9,23,173,196,2,2,0,0,0,0,0,0,no,London
10291,F,45,11,80,324,404,7,2,1,1,1,0,1,1,no,London
10292,F,15,11,28,282,310,2,1,0,0,0,0,1,0,no,London
10293,M,33,1,145,98,243,12,3,0,4,1,1,1,2,no,London
10294,F,23,15,28,296,324,2,0,0,0,1,0,1,0,no,Birmingham
10295,M,57,15,104,264,368,9,0,2,2,2,1,2,0,no,London
10296,M,5,3,26,44,70,2,1,0,0,1,0,0,0,no,London
10297,F,13,11,26,250,276,2,1,0,0,1,0,0,0,no,London
10298,F,43,11,90,69,159,8,1,1,3,1,0,1,1,no,London
10299,F,31,27,25,288,313,2,1,0,1,0,0,0,0,no,London
10300,F,23,23,15,121,136,1,0,0,0,0,1,0,0,no,London
10301,M,59,11,132,225,357,12,2,4,2,2,0,2,0,no,London
10302,M,11,11,15,132,147,1,0,1,0,0,0,0,0,no,London
10303,F,15,15,15,92,107,1,0,1,0,0,0,0,0,no,Glasgow
10304,F,71,7,127,245,372,11,3,1,1,1,1,2,2,no,Glasgow
10305,M,9,9,15,220,235,1,0,1,0,0,0,0,0,no,London
10306,M,53,21,114,151,265,10,2,0,3,3,1,0,1,no,Liverpool
10307,M,25,1,47,81,128,4,1,1,1,0,0,0,1,no,Birmingham
10308,F,3,3,15,216,231,1,0,0,0,1,0,0,0,no,Birmingham
10309,F,5,1,26,168,194,2,0,0,1,1,0,0,0,no,London
10310,F,23,15,28,236,264,2,0,1,0,0,0,1,0,no,Birmingham
10311,F,17,3,35,225,260,3,1,0,0,1,1,0,0,no,London
10312,F,73,35,112,329,441,10,3,1,3,1,1,0,1,no,London
10313,M,13,11,26,7,33,2,0,1,0,1,0,0,0,no,Birmingham
10314,F,19,9,68,304,372,5,0,0,0,0,2,1,2,no,London
10315,F,21,21,15,48,63,1,0,0,0,0,0,0,1,no,London
10316,M,19,15,29,34,63,2,0,0,0,1,0,0,1,no,London
10317,F,15,9,29,4,33,2,0,0,1,0,0,0,1,no,London
10318,M,51,17,119,37,156,10,1,0,2,2,2,2,1,no,Glasgow
10319,M,9,3,26,19,45,2,0,0,1,1,0,0,0,no,sheffield
10320,F,25,1,138,58,196,12,3,2,2,1,0,0,4,no,Liverpool
10321,F,7,7,15,161,176,1,0,0,1,0,0,0,0,no,Glasgow
10322,F,3,3,15,205,220,1,0,0,1,0,0,0,0,no,London
10323,M,33,9,131,153,284,12,3,0,2,4,1,1,1,no,London
10324,F,5,5,15,259,274,1,0,0,0,1,0,0,0,no,Glasgow
10325,M,31,15,64,252,316,6,3,1,0,1,0,1,0,no,Birmingham
10326,F,17,11,29,230,259,2,0,0,0,0,1,0,1,no,London
10327,F,9,1,23,68,91,2,2,0,0,0,0,0,0,no,London
10328,F,43,9,119,300,419,11,6,0,4,0,1,0,0,no,Birmingham
10329,F,15,15,15,298,313,1,1,0,0,0,0,0,0,no,London
10330,M,43,5,119,92,211,11,3,2,3,0,0,2,1,no,London
10331,F,13,13,15,220,235,1,0,1,0,0,0,0,0,no,London
10332,M,23,23,15,291,306,1,1,0,0,0,0,0,0,no,sheffield
10333,F,33,29,25,255,280,2,0,1,1,0,0,0,0,no,London
10334,M,17,17,15,14,29,1,0,0,0,0,0,0,1,no,London
10335,F,15,9,29,59,88,2,0,0,1,0,0,0,1,no,London
10336,M,47,11,85,70,155,8,2,1,3,1,0,0,1,no,London
10337,F,7,7,15,216,231,1,0,0,1,0,0,0,0,no,Bristol
10338,F,55,9,104,174,278,9,1,2,2,0,0,0,4,no,Bristol
10339,F,15,5,36,35,71,3,0,1,1,0,1,0,0,no,London
10340,F,37,27,38,282,320,3,0,0,2,0,0,1,0,no,London
10341,F,15,15,15,97,112,1,0,0,1,0,0,0,0,no,Birmingham
10342,M,17,7,49,60,109,4,0,0,3,0,0,0,1,no,Bristol
10343,F,19,19,15,270,285,1,0,0,1,0,0,0,0,no,London
10344,F,19,17,25,90,115,2,1,0,1,0,0,0,0,no,Birmingham
10345,F,9,3,26,208,234,2,1,0,0,1,0,0,0,no,London
10346,F,53,1,103,314,417,9,1,1,3,1,1,0,2,no,Birmingham
10347,F,39,7,82,23,105,7,1,1,1,0,2,0,2,no,London
10348,F,13,13,15,13,28,1,0,0,0,0,1,0,0,no,Glasgow
10349,F,19,19,15,82,97,1,0,0,0,0,0,1,0,no,Glasgow
10350,M,1,1,15,197,212,1,0,0,1,0,0,0,0,no,London
10351,F,25,25,15,34,49,1,0,1,0,0,0,0,0,no,London
10352,F,37,35,29,241,270,2,0,0,1,0,0,0,1,no,London
10353,M,27,9,41,276,317,3,0,0,0,0,1,1,1,no,London
10354,M,31,21,39,10,49,3,0,0,1,1,0,1,0,no,London
10355,M,75,13,135,122,257,12,2,1,3,1,2,2,1,no,London
10356,M,67,15,108,81,189,9,1,0,1,3,1,1,2,no,London
10357,F,41,7,115,96,211,10,3,0,2,0,0,1,4,no,London
10358,F,17,15,28,113,141,2,0,0,0,1,0,1,0,no,London
10359,M,31,9,76,267,343,7,3,1,0,1,1,1,0,no,Glasgow
10360,F,31,15,35,57,92,3,0,1,0,1,0,1,0,no,London
10361,M,29,23,24,49,73,2,1,1,0,0,0,0,0,no,London
10362,F,45,9,94,129,223,8,1,1,1,1,0,2,2,no,London
10363,M,39,31,24,286,310,2,1,1,0,0,0,0,0,no,Birmingham
10364,F,49,9,92,260,352,8,3,3,0,0,0,0,2,no,Liverpool
10365,F,13,13,15,146,161,1,0,0,0,0,0,0,1,no,Birmingham
10366,F,51,27,141,205,346,12,3,1,3,1,0,3,1,no,Birmingham
10367,F,25,25,15,40,55,1,0,0,1,0,0,0,0,no,Liverpool
10368,F,35,9,93,44,137,9,3,0,4,1,0,1,0,no,Birmingham
10369,F,17,13,26,7,33,2,0,0,1,1,0,0,0,no,Birmingham
10370,F,23,11,34,287,321,3,0,1,1,0,1,0,0,no,London
10371,F,9,7,27,193,220,2,0,0,1,0,1,0,0,no,London
10372,F,1,1,15,134,149,1,1,0,0,0,0,0,0,no,London
10373,F,13,13,15,276,291,1,0,0,1,0,0,0,0,no,London
10374,F,21,17,29,172,201,2,0,1,0,0,0,0,1,no,London
10375,F,5,5,15,287,302,1,0,0,1,0,0,0,0,no,London
10376,F,11,11,15,268,283,1,0,0,0,1,0,0,0,no,London
10377,F,49,25,82,92,174,8,2,3,2,0,0,1,0,no,London
